Unique_ID,score
bigiron_AP0084,62.09292904873648
bigiron_AP0479,42.472331911194914
bigiron_AQ0427,43.19706782566988
bigiron_AQ0433,22.330783187377854
bigiron_AR0410,27.07129104208047
bigiron_AS0115,22.704446851946276
bigiron_AT0581,38.08014679573314
bigiron_AU0226,39.54992031537798
bigiron_AU0226A,38.620063858858174
bigiron_AV0701,36.29429159920776
bigiron_AX0089,35.17463766958248
bigiron_AX0166,62.81197270405429
bigiron_AY0021,45.676163346694125
bigiron_AY0184,30.527328830739275
bigiron_AY0544,31.164525425065783
bigiron_AY0670,23.02190385157652
bigiron_AY0756,44.5559449114738
bigiron_AZ0020,38.401781261983615
bigiron_BA0223,25.466638195175427
bigiron_BA0451,16.658350997873615
bigiron_BC0512,31.666315673591196
bigiron_BC0533,17.786243093618666
bigiron_BD0079,25.315493899583586
bigiron_BD0360,31.87813466662738
bigiron_BF0137,52.637043633954704
bigiron_BF0530,29.597239405365606
bigiron_BF1044,41.093599525600396
bigiron_BF1048,31.6734642772907
bigiron_BG0558,37.25786709167426
bigiron_BG0687,42.38725010192291
bigiron_BG0688,39.67587735282466
bigiron_BG0689,48.50157315289387
bigiron_BG0706,44.37424536648841
bigiron_BG0753,47.01202967929013
bigiron_BG0786,17.714567734563495
bigiron_BJ0576,30.09834248062168
bigiron_BK0136,48.493948678688284
bigiron_BL0405,42.70317496183664
bigiron_BL0443,28.98798871521759
bigiron_BN0055,17.005211198117593
bigiron_BN0484,26.861838213566195
bigiron_BN0535,31.799042399954047
bigiron_BO0203,19.348823440846676
bigiron_BO0204,25.472519967275282
bigiron_BQ0674,32.08050542825916
bigiron_BR0106,39.687201483678976
bigiron_BR0187,64.77475195268865
bigiron_BR0257,43.70743400023053
bigiron_BS0229,35.30000094693358
bigiron_BT0589,21.251236235514583
bigiron_BT0590,10.666929984016777
bigiron_BT0591,14.697193147030855
bigiron_BT0592,8.358476814229627
bigiron_BT0593,23.273028809514255
bigiron_BT0594,13.279326846613467
bigiron_BT0595,28.152493104085192
bigiron_BV0044,16.893151965496045
bigiron_BW0613,28.660349918243792
bigiron_BY0134,25.332613941528905
bigiron_CA0091,30.78338644554936
bigiron_CB0209,12.01749862253264
bigiron_CK0112,68.93528236739283
bigiron_CL0073,31.23899961149149
bigiron_CL0457,17.09346604678129
bigiron_CL0458,21.566806410463794
bigiron_CL0645,26.75507479992074
bigiron_CL0677,26.529871226581854
bigiron_CN0717,35.88804896913132
bigiron_CP0748,35.446295201485086
bigiron_CQ0391,9.805107469948886
bigiron_CT0099,35.10172277911411
bigiron_CV0374,25.476105958494635
bigiron_CV0375,25.30456159658787
bigiron_CW1325,38.09304595595704
bigiron_CW1660,31.457346348200094
bigiron_CW2057,22.433778199018118
bigiron_CW2087,40.60749267344322
bigiron_CW3005,32.456079459167555
bigiron_CW3006,18.83484732604572
bigiron_CW3378,20.720250544925
bigiron_CW5318,21.325411557129346
bigiron_CW6986,37.54346956048895
bigiron_CW7049,26.06585350854572
bigiron_CW8129,20.78303138533815
bigiron_CW8302,24.694515809582768
bigiron_CW8765,16.324523031715792
bigiron_CW8984,59.64782327556916
bigiron_CW9075,42.4527779341701
bigiron_CW9096,60.32147414948409
bigiron_CW9117,39.684064314409724
bigiron_CW9270,32.42978021964416
bigiron_CW9325,53.85204041632949
bigiron_CX1080,22.986454792027946
bigiron_CX1279,21.842429711438612
bigiron_CX1376,46.35808461168662
bigiron_CX1411,18.99501818406989
bigiron_CX1412,23.89856881157216
bigiron_CX1610,49.359958261820104
bigiron_CX1919,18.616887188539728
bigiron_CX3531,20.473756799783903
bigiron_CX3557,23.46237757585537
bigiron_CX3559,40.17313293392641
bigiron_CX5320,27.611187890855973
bigiron_CX5446,20.490263251094536
bigiron_CX5839,34.7543000986225
bigiron_CX5840,34.40655365244206
bigiron_CX5845,30.520593568157008
bigiron_CX6587,49.350476865720196
bigiron_CX6592,42.0990576823843
bigiron_CX6808,54.17307955615418
bigiron_CX8774,35.09065123650121
bigiron_CX8785,28.477163695044865
bigiron_CX9668,33.6461737941458
bigiron_CX9944,21.329613496329586
bigiron_CY0991,39.52159382580924
bigiron_CY2469,28.13863693500998
bigiron_CY2470,25.018188655681705
bigiron_CY2471,34.762364867156066
bigiron_CY2472,35.05608053765938
bigiron_CY2473,29.182733027072125
bigiron_CY2474,40.01697523780339
bigiron_CY2475,36.345270176972406
bigiron_CY2476,27.74442947122273
bigiron_CY2505,49.28461039136586
bigiron_CY3078,16.106150521668376
bigiron_DA0192,37.7808353772447
bigiron_DA2260,47.33786476416124
bigiron_DA2272,22.339801338916946
bigiron_DA2788,24.062033181316355
bigiron_DA3127,25.45518649132618
bigiron_DA3128,42.03861275465999
bigiron_DA3201,39.37030853943893
bigiron_DA4766,24.479928302860692
bigiron_DA5334,36.643778838498456
bigiron_DA7311,23.00495811141988
bigiron_DA8282,36.93161085936567
bigiron_DA8598,58.717015165907675
bigiron_DB0532,32.84187400800625
bigiron_DB0688,28.54208367603598
bigiron_DB1300,44.84429616225931
bigiron_DB2115,15.739173499550905
bigiron_DB2123,35.931232333035354
bigiron_DB2508,15.84847510750659
bigiron_DB2594,20.224765993885548
bigiron_DB2772,44.33203661146789
bigiron_DB3013,54.658940526701805
bigiron_DB5049,26.108401372586627
bigiron_DB6714,50.906304874889955
bigiron_DB8032,48.36137293350838
bigiron_DB8360,35.204135544983885
bigiron_DC1066,37.82802517520777
bigiron_DC1074,29.732867316761627
bigiron_DC1075,16.20248625895529
bigiron_DC1293,34.943199212194386
bigiron_DC1515,15.719123583978998
bigiron_DC1517,17.072649954936956
bigiron_DC1752,13.279624940311527
bigiron_DC3062,38.676523506214586
bigiron_DC3074,36.73024214587613
bigiron_DC3075,36.30540905689588
bigiron_DC5902,19.8415062709517
bigiron_DC6516,45.6303741807388
bigiron_DC6762,40.91251692816678
bigiron_DC7892,21.615251402842706
bigiron_DC8420,24.97854025757549
bigiron_DC9748,24.804122770000358
bigiron_DC9753,35.059291260577346
bigiron_DD0014,43.66175250741758
bigiron_DD1743,13.277992663618331
bigiron_DD1986,41.58135671977206
bigiron_DD3007,31.586474066183875
bigiron_DD5071,33.380957720204414
bigiron_DD6100,37.60481842775761
bigiron_DD9722,27.062130699984206
bigiron_DE0028,21.010296687188777
bigiron_DE0029,15.8758258813325
bigiron_DE0030,33.16737710566362
bigiron_DE0031,21.59664484837107
bigiron_DE0078,19.303197889568338
bigiron_DE0079,19.444084391719137
bigiron_DE0081,17.88899065469615
bigiron_DE0082,25.74361863821946
bigiron_DE0083,26.53528282799272
bigiron_DE0084,28.262700132214945
bigiron_DE0131,9.594796035825468
bigiron_DE0756,41.87776217756636
bigiron_DE1034,37.57605388307238
bigiron_DE2636,32.95995949688263
bigiron_DE2711,35.785379966906895
bigiron_DE2887,39.475937790452065
bigiron_DE3264,22.329689457770016
bigiron_DE4117,19.60929041890338
bigiron_DE6775,16.271190806835513
bigiron_DE7831,25.454595311763118
bigiron_DF0607,37.86110028614539
bigiron_DF2040,46.23699967228406
bigiron_DF2142,38.95606700994564
bigiron_DF2308,13.513891664466048
bigiron_DF3130,40.79729768499672
bigiron_DF3849,53.259630341443774
bigiron_DF5542,24.468931989814074
bigiron_DF5548,28.421403851085337
bigiron_DF5551,16.648032536540214
bigiron_DF8598,36.2690980088069
bigiron_DF8781,47.80829970243901
bigiron_DF8782,65.68341114364246
bigiron_DF8793,50.56833494909608
bigiron_DF9455,25.925443368339295
bigiron_DF9767,27.91816019948881
bigiron_DG1799,30.215417206723842
bigiron_DG3405,24.478797055103538
bigiron_DG3590,38.188584061954145
bigiron_DG4719,33.4093557407874
bigiron_DG4720,30.960664153912894
bigiron_DG4721,29.583016783965395
bigiron_DG4722,28.141543433796425
bigiron_DG4724,32.93043280214211
bigiron_DG5661,33.427677274367625
bigiron_DG5885R,47.54426974546358
bigiron_DG6066,18.95055550869712
bigiron_DG6069,18.27063631008805
bigiron_DG6374,52.64336510356679
bigiron_DG6568,37.307480418105314
bigiron_DG6613,44.03958886880822
bigiron_DG6635,55.38942724099778
bigiron_DG7456,28.90680700938907
bigiron_DG8174,51.49482900963953
bigiron_DG8252,38.09066009382896
bigiron_DG9577,39.341249462369476
bigiron_DG9933,18.24692454358692
bigiron_DH0514,22.006565483572658
bigiron_DH0534,37.38394150465427
bigiron_DH1643,20.241696426000892
bigiron_DH1673,22.712747308807945
bigiron_DH2120,26.814869659483357
bigiron_DH2131,29.163238280438065
bigiron_DH2146,44.90444864522378
bigiron_DH3006,58.023462468937126
bigiron_DH3951,15.158041150314425
bigiron_DH4357,26.578645725612034
bigiron_DH4381,31.38407660634372
bigiron_DH4623,25.925333735642447
bigiron_DH4831,28.14218880230415
bigiron_DH5602,36.31464369742029
bigiron_DH5843,30.046558687904344
bigiron_DH6099,39.02020605000288
bigiron_DI0278,31.554298620154007
bigiron_DI1625,39.97076807802522
bigiron_DI2500,15.018334744824049
bigiron_DI2718,42.60273112379117
bigiron_DI9315,35.980754183817254
bigiron_DI9404,35.00630309348206
bigiron_DJ0054,26.546054836692903
bigiron_DJ0891,22.961359280737902
bigiron_DJ1064,37.9038962962734
bigiron_DJ1070,18.56683784682694
bigiron_DJ1071,15.560893429719599
bigiron_DJ1111,42.05206486771151
bigiron_DJ2045,18.419275655579867
bigiron_DJ2235,33.98754868708126
bigiron_DJ2787,23.867988377467057
bigiron_DJ5409,32.211620814727965
bigiron_DJ5852,31.66130286836673
bigiron_DJ6829,47.137945443045524
bigiron_DJ7578,36.589820042140616
bigiron_DJ7776,20.17352350930451
bigiron_DJ7955,38.28301764490182
bigiron_DJ7979,36.197359482458594
bigiron_DJ9707,36.71269448029339
bigiron_DM4760,29.165564265152867
bigiron_DN0873,25.454201167170563
bigiron_DN5435,39.08400900239325
bigiron_DN5449,32.39831312590839
bigiron_EK3270,31.56061784668941
bigiron_EK3280,32.434524128193054
bigiron_EK4212,28.01632065876446
bigiron_EK4213,27.018603565108105
bigiron_EK5405,19.74633750716813
bigiron_EK5853,12.323727228754922
bigiron_EK7138,31.23051808084506
bigiron_EK7758,41.29877570601183
bigiron_EK8566,30.535039112870876
bigiron_EK9067,40.96777092513579
bigiron_EK9068,40.377044630187875
bigiron_EK9082,23.011479176642258
bigiron_EK9107,17.764390859792947
bigiron_EK9140,17.963543194672006
bigiron_EK9880,16.47158104256955
bigiron_EK9884,41.75346830332363
bigiron_EL1337,37.60043231310815
bigiron_EL1779,34.929789457942135
bigiron_EL2383,35.12048101893963
bigiron_EL2458,27.58963057135653
bigiron_EL2511,26.96522778038398
bigiron_EL2525,18.378977119722087
bigiron_EL3967,39.800382413602264
bigiron_EL4706,62.228360297548
bigiron_EL6006,27.954438983158674
bigiron_EL7190,26.306821766506662
bigiron_EL7570,32.41241787892734
bigiron_EL8040,38.87167675632589
bigiron_EM1044,31.12792584500431
bigiron_EM1267,29.174291226010318
bigiron_EM3327,28.578024052649255
bigiron_EM3329,26.232691814449545
bigiron_EM3390,28.313610555923916
bigiron_EM4734,26.42376396786655
bigiron_EM5027,19.553603721587717
bigiron_EM7545,34.03442916740865
bigiron_EM8480,36.410231135682764
bigiron_EM8481,47.72627107173896
bigiron_EM8602,21.170508098090874
bigiron_EN4071,40.58467101555165
bigiron_EN4356,19.97511255221727
bigiron_EN7291,30.31303408271556
bigiron_EN9452,47.74625123417764
bigiron_EN9453,34.85699381454167
bigiron_EN9530,33.01455789201479
bigiron_EN9531,40.80134633974282
bigiron_EN9532,35.82406128260469
bigiron_EN9653,35.74159110053451
bigiron_EP1966,44.40994157426376
bigiron_EP1982,30.63089944715187
bigiron_EP2150,28.020814935613405
bigiron_EP2325,60.262653468572566
bigiron_EP5184,27.217949621074663
bigiron_EP6043,18.563621185849662
bigiron_EP7362,30.278177502708644
bigiron_EP7454,31.152602961988972
bigiron_EP8541,26.921059957088747
bigiron_FK7012,32.944433025949266
bigiron_FL3812,19.819946119834018
bigiron_FM1762,45.35591335312441
bigiron_FM2562,17.077681968154458
bigiron_FM3322,28.77672787964677
bigiron_FM3767,26.548652451861688
bigiron_FM6274,56.94419975723011
bigiron_FM6540,26.325747492420565
bigiron_FM7375,17.44733506465131
bigiron_FM9024,40.98392797914738
bigiron_FM9026,50.6744479203131
bigiron_FM9081,18.40698499667409
bigiron_FN0409,35.151725414093065
bigiron_FN1504,35.0922355528625
bigiron_FN1505,15.96495076132914
bigiron_FN1508,22.99654670736169
bigiron_FN1626,25.586514874546562
bigiron_FN1627,28.110043079361542
bigiron_FN1635,44.39284790878216
bigiron_FN2317,32.57929524062277
bigiron_FP0453,23.204214458838372
bigiron_FP2947,23.82741943808893
bigiron_FP4654,43.63653981373258
bigiron_FP5421,17.914468404528954
bigiron_FP9050,36.07400767829466
bigiron_FP9641,44.68373179627777
bigiron_MK1212,60.618954481063824
ironplanet_1395780,46.1489263760635
ironplanet_1474480,33.89227166133289
ironplanet_1474486,22.85881661808498
ironplanet_1474509,26.392765887048753
ironplanet_1474527,28.594740310519526
ironplanet_1496340,37.83380146544869
ironplanet_1496341,47.24371522117785
ironplanet_1523754,18.53495782415811
ironplanet_1523758,53.89178183609849
ironplanet_1542507,39.569324148387764
ironplanet_1550039,28.994166847261134
ironplanet_1557074,30.106348561369295
ironplanet_1568755,35.790008601549395
ironplanet_1568756,39.96332915227889
ironplanet_1568761,51.14004726122582
ironplanet_1568762,44.74257100154888
ironplanet_1571148,36.95926089213222
ironplanet_1571149,32.86981224929488
ironplanet_1572652,30.863336248805556
ironplanet_1590928,42.154546064373434
ironplanet_1600453,38.93506256545479
ironplanet_1600454,17.989271613403318
ironplanet_1603076,24.625308342999546
ironplanet_1608931,37.24033967154266
ironplanet_1609766,46.47952051753097
ironplanet_1609768,24.913485101124994
ironplanet_1609769,33.803235461144126
ironplanet_1609770,40.73986005355186
ironplanet_1609772,41.96112437579626
ironplanet_1609773,48.69175627735432
ironplanet_1609776,44.08847525483744
ironplanet_1613424,44.157827882822744
ironplanet_1613425,39.554284803726254
ironplanet_1614022,35.385255141160584
ironplanet_1616106,34.67588472239883
ironplanet_1617073,45.03410260522475
ironplanet_1620358,67.25853546810748
ironplanet_1620365,17.32157604363604
ironplanet_1625705,42.09495048086514
ironplanet_1628883,23.0752981755725
ironplanet_1628905,50.72978652945924
ironplanet_1628907,48.40213815798199
ironplanet_1632099,54.919966859714464
ironplanet_1634513,30.04307089482423
ironplanet_1637343,51.07179156502162
ironplanet_1637349,40.377206629314685
ironplanet_1637350,43.45422996311805
ironplanet_1637351,33.941445053392655
ironplanet_1637358,21.222962264351047
ironplanet_1637359,48.91540228044737
ironplanet_1637360,51.965006579026095
ironplanet_1637361,61.818154627351205
ironplanet_1637362,55.22685603278784
ironplanet_1640159,33.42779733687884
ironplanet_1640161,33.76357706111892
ironplanet_1641207,26.153300897412116
ironplanet_1641208,24.814822422631277
ironplanet_1641209,25.532944916480808
ironplanet_1643770,18.444705427904964
ironplanet_1644541,67.52383243122826
ironplanet_1646941,46.28767896036056
ironplanet_1646942,43.82860519755039
ironplanet_1646944,47.908906579094506
ironplanet_1646953,46.231502663875986
ironplanet_1646987,42.879777805753214
ironplanet_1647342,54.38240526295631
ironplanet_1649780,60.54015972020635
ironplanet_1650302,52.26166911389811
ironplanet_1652774,42.65871809843745
ironplanet_1655634,56.22827841905414
ironplanet_1655639,35.9706825623093
ironplanet_1655643,21.460691486661382
ironplanet_1655656,32.301536035884695
ironplanet_1657176,56.59640898207293
ironplanet_1659484,31.09732104371226
ironplanet_1660363,34.66667785960462
ironplanet_1663241,24.85386647075958
ironplanet_1663416,43.14310636506369
ironplanet_1663474,36.77426352220156
ironplanet_1663703,44.158038441832126
ironplanet_1664833,32.75220996219803
ironplanet_1664834,29.903637275822323
ironplanet_1665061,43.07261082811282
ironplanet_1665062,43.49221555519018
ironplanet_1665063,37.395392928662254
ironplanet_1665064,45.401915993880266
ironplanet_1665554,18.50376705538888
ironplanet_1667473,44.97536681073442
ironplanet_1667649,44.51463776956845
ironplanet_1668802,19.498861038616486
ironplanet_1669203,61.05126119240285
ironplanet_1669204,37.78378680347032
ironplanet_1669227,49.6832804809952
ironplanet_1671273,26.099652497317685
ironplanet_1671465,19.72781343142992
ironplanet_1671610,18.85573683738242
ironplanet_1674132,50.611545875120925
ironplanet_1674133,58.67599722820163
ironplanet_1674134,64.02581180688222
ironplanet_1674135,52.036078250338726
ironplanet_1674136,63.47862083805583
ironplanet_1674137,57.217755379696456
ironplanet_1674138,47.509693587346696
ironplanet_1674141,33.37292080261928
ironplanet_1674146,55.91188125611825
ironplanet_1674147,58.847985476484396
ironplanet_1679092,33.157333338604275
ironplanet_1686964,27.65948353732051
ironplanet_1686966,19.495438229086076
ironplanet_1690653,37.57039660994924
ironplanet_1691128,38.93734422071017
ironplanet_1694445,52.19431869072107
ironplanet_1694463,29.65291978224877
ironplanet_1696703,27.843452758120353
ironplanet_1697704,38.88053754544541
ironplanet_1703726,45.38291897615173
ironplanet_1703727,48.57656770070892
ironplanet_1707458,40.53953649034884
ironplanet_1707461,28.943606414713436
ironplanet_1707462,45.340462872509036
ironplanet_1707476,41.19555616871862
ironplanet_1707988,42.35252789504677
ironplanet_1707989,37.97720317657035
ironplanet_1707990,38.446926197201535
ironplanet_1707991,40.17572945799583
ironplanet_1707992,27.750319921119527
ironplanet_1709771,49.478778286939736
ironplanet_1709818,25.061498021818526
ironplanet_1710128,42.15513786487957
ironplanet_1710493,50.147836720551446
ironplanet_1710494,50.48471346338424
ironplanet_1710495,51.15424659960047
ironplanet_1710496,34.96741536785581
ironplanet_1714275,47.51414457110708
ironplanet_1716185,45.59558644088412
ironplanet_1720196,42.396247460870455
ironplanet_1720197,43.153091451577694
ironplanet_1722240,40.60613032634804
ironplanet_1722262,26.024137590816814
ironplanet_1722519,60.15850643428026
ironplanet_1722520,56.4618412874034
ironplanet_1724952,26.923155429682073
ironplanet_1725018,22.712056512269488
ironplanet_1728265,44.02312616909535
ironplanet_1728311,44.59640623749836
ironplanet_1728798,52.243538575095705
ironplanet_1728903,40.52678911290086
ironplanet_1728909,23.535371615117594
ironplanet_1732991,17.80819267226779
ironplanet_1736630,31.722525357503756
ironplanet_1736653,35.010790847818484
ironplanet_1736654,36.91205883340523
ironplanet_1736953,56.990911564807725
ironplanet_1738856,27.126134196479384
ironplanet_1738872,47.620976421855104
ironplanet_1738873,29.791340310349536
ironplanet_1738874,45.84231966453654
ironplanet_1738875,41.568658042369876
ironplanet_1738885,52.09001132538936
ironplanet_1738887,58.00010348710924
ironplanet_1739283,20.131329697533772
ironplanet_1740844,42.53251207498924
ironplanet_1740845,68.02137049262898
ironplanet_1741765,54.623771743934036
ironplanet_1744312,49.11456707154203
ironplanet_1744314,52.85190075892136
ironplanet_1744315,48.42646279016867
ironplanet_1744316,47.10546559163688
ironplanet_1744317,49.80636166690419
ironplanet_1744399,14.632597972239664
ironplanet_1747256,42.724180824313365
ironplanet_1747257,47.521548485307356
ironplanet_1747262,28.991844710762777
ironplanet_1747263,47.97071563411544
ironplanet_1747266,48.538859806287384
ironplanet_1747272,41.45124275699537
ironplanet_1747276,23.401101167911346
ironplanet_1747281,52.309416046855155
ironplanet_1749109,49.949788159929696
ironplanet_1749682,42.43979267211793
ironplanet_1749692,67.4513649769562
ironplanet_1749732,43.84613679946103
ironplanet_1750172,51.23635215683301
ironplanet_1757978,53.28193734290369
ironplanet_1757989,49.44742814379553
ironplanet_1758027,80.80829825841288
ironplanet_1758685,54.05418047057759
ironplanet_1758705,41.38168422835253
ironplanet_1760712,31.96856182182066
ironplanet_1760714,34.49049098384418
ironplanet_1760825,38.93734422071017
ironplanet_1766692,25.308049510359137
ironplanet_1766693,21.860707526379834
ironplanet_1766694,32.01276020616931
ironplanet_1766695,34.3282924253913
ironplanet_1767322,15.85595589926839
ironplanet_1774288,15.308159313161486
ironplanet_1776355,65.48154699447406
ironplanet_1776799,17.80819267226779
ironplanet_1776832,44.55083857474483
ironplanet_1780920,22.072619125307785
ironplanet_1780921,24.886655461408427
ironplanet_1782751,44.21749536336701
ironplanet_1783055,25.547225945830967
ironplanet_1783061,28.846441733483005
ironplanet_1783066,31.398651032381014
ironplanet_1783080,30.280997601180065
ironplanet_1783085,26.594388103382563
ironplanet_1783767,56.47353297600107
ironplanet_1785107,26.022069075968073
ironplanet_1785491,15.722640508259932
ironplanet_1785686,18.5332529867055
ironplanet_1785687,29.077098587969388
ironplanet_1788579,29.32579420173017
ironplanet_1788580,31.191476986586565
ironplanet_1788581,31.68196838507985
ironplanet_1788585,37.39772890060578
ironplanet_1788586,29.330444384582453
ironplanet_1788594,33.13487722877495
ironplanet_1788719,42.29039196209816
ironplanet_1788749,23.28836780833644
ironplanet_1789202,30.4190960396854
ironplanet_1789205,18.138950519642997
ironplanet_1789217,64.20976784077791
ironplanet_1789226,27.854089490172157
ironplanet_1790227,34.08249702990388
ironplanet_1790228,34.2152204651782
ironplanet_1790229,39.78749677226415
ironplanet_1790230,58.187844737008305
ironplanet_1790231,42.89195054392277
ironplanet_1790232,32.20945577320039
ironplanet_1790779,30.137704509963093
ironplanet_1791081,16.616996136001813
ironplanet_1792963,22.29493258455552
ironplanet_1792966,24.771363866578945
ironplanet_1793005,30.545069834665348
ironplanet_1795455,39.564785248257365
ironplanet_1795704,52.309200896191626
ironplanet_1795705,30.868746566607804
ironplanet_1795720,59.811768159949594
ironplanet_1795723,24.991127409576677
ironplanet_1795724,22.4399129445812
ironplanet_1795726,38.09250228698534
ironplanet_1795727,40.15266909180319
ironplanet_1795728,26.26476758055455
ironplanet_1795729,34.42476058195114
ironplanet_1795732,30.709742861061926
ironplanet_1798245,37.17247145690482
ironplanet_1798247,50.94974977669152
ironplanet_1801326,46.99224140424737
ironplanet_1801621,23.26659711195397
ironplanet_1811734,26.106986674724094
ironplanet_1814046,56.25256024260044
ironplanet_1814047,27.747454715397467
ironplanet_1814051,22.923395039915384
ironplanet_1814052,48.80493392786538
ironplanet_1814053,46.24635624350016
ironplanet_1814055,46.01468802297886
ironplanet_1814062,50.81539982327094
ironplanet_1814063,27.89313741087393
ironplanet_1814112,47.989585643598495
ironplanet_1819036,25.06732546366018
ironplanet_1825069,49.978567319122625
ironplanet_1825180,40.432054060842574
ironplanet_1825730,33.267432990857564
ironplanet_1825734,42.18135203798021
ironplanet_1828981,32.241689779884155
ironplanet_1830149,35.96466004077874
ironplanet_1830426,79.1153073117152
ironplanet_1830430,38.309998237771374
ironplanet_1830432,11.857475834686038
ironplanet_1830433,86.92435043559556
ironplanet_1830434,33.005875320558125
ironplanet_1830435,39.24043305446065
ironplanet_1830436,42.753199568782996
ironplanet_1837751,58.33507617654205
ironplanet_1838487,27.21465055901348
ironplanet_1838490,49.40176679950175
ironplanet_1838491,55.68146754985432
ironplanet_1838496,58.25963221617259
ironplanet_1838497,56.43726916381379
ironplanet_1838512,30.913004880989288
ironplanet_1840388,46.8553752799985
ironplanet_1860391,26.82927052049001
ironplanet_1860392,20.89526191947764
ironplanet_1861269,37.90251244204394
ironplanet_1861689,40.52678911290086
ironplanet_1862498,48.389362806957095
ironplanet_1864149,26.86005074097124
ironplanet_1866449,32.55744855689214
ironplanet_1867853,39.88728127540058
ironplanet_1867856,54.66657035065897
ironplanet_1867865,32.10708659869719
ironplanet_1867867,27.692634021557883
ironplanet_1867871,49.007775268287446
ironplanet_1868160,49.761717759631225
ironplanet_1868161,16.233559209147916
ironplanet_1868164,38.296816285958215
ironplanet_1868165,52.36084458689756
ironplanet_1868167,54.43893759776081
ironplanet_1872174,47.934440741672965
ironplanet_1878848,13.093104712344804
ironplanet_1882194,22.77732425863712
ironplanet_1885796,36.11877192460461
ironplanet_1886246,25.475091813147927
ironplanet_1886250,39.07513796297545
ironplanet_1886251,43.00343731185408
ironplanet_1891010,59.20562946380122
ironplanet_1891291,41.66461117258238
ironplanet_1891298,32.99429107751804
ironplanet_1891313,31.437666188968887
ironplanet_1891590,43.27544059188641
ironplanet_1891980,74.87819089636037
ironplanet_1894224,27.12023780359116
ironplanet_1898261,37.300466706957714
ironplanet_1906151,35.94556247055603
ironplanet_1907626,17.768285578140087
ironplanet_1911157,46.65472847591181
ironplanet_1914360,18.138950519642997
ironplanet_1915412,40.851129860883795
ironplanet_1915413,41.95460449556394
ironplanet_1917294,55.46282048679288
ironplanet_1918835,58.09083784219432
ironplanet_1918996,38.01044987620115
ironplanet_1918997,35.16594911193594
ironplanet_1919664,59.19214784517965
ironplanet_1919667,49.26790788161631
ironplanet_1919668,29.81639376301742
ironplanet_1919669,64.77941122840042
ironplanet_1919673,36.47104667932498
ironplanet_1920438,25.82370391287655
ironplanet_1921367,41.89626521252654
ironplanet_1924021,19.394144308773303
ironplanet_1924530,15.407948230962404
ironplanet_1924534,57.12494196216176
ironplanet_1924726,70.75913416049981
ironplanet_1925723,48.243643017832156
ironplanet_1934827,30.17866734066158
ironplanet_1934831,25.554131806603166
ironplanet_1936619,38.64957248880037
ironplanet_1938990,49.44742814379553
ironplanet_1939002,54.64676827334308
ironplanet_1940237,39.7552415585574
ironplanet_1941933,60.00185559123791
ironplanet_1943051,55.8674388770989
ironplanet_1943052,58.82619329268033
ironplanet_1943057,44.57079945007594
ironplanet_1943059,51.797245028050554
ironplanet_1943061,45.280449798655894
ironplanet_1943062,49.29090499626011
ironplanet_1945159,44.86897360649921
ironplanet_1948346,34.81027090318406
