,unique_id,winning_bid,hours_final,hours_final_nan,age_at_sale,age_at_sale_nan,bucket,bucket_bin,engine,tires,transmission,score
5364,ironplanet_1703726,0.10540609052412186,-6.73282429300883,0,-0.6666666666666666,0,"74"" Wide General Purpose Smooth Edge Bucket",1,,Cushion Tires,,45.38291897615172
3191,PW_DD1289,0.17281461933350872,-1.6292163323991198,0,-1.0,0,"Kubota 68""W bucket",1,Kubota V3307-CR four cylinder turbo diesel engine,Titan 12-16.5 NHS tires,Two speed hydrostatic transmission,55.96848318570612
5495,rbauction_10239624,0.21970666902392466,-0.1641636431799133,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,35.5737106320358
2563,PW_H1380,-0.07256623955150854,-0.769452496254063,0,-0.3333333333333333,0,"80""W bucket",1,"81 HP, Case 3.2L four cylinder turbo diesel engine",12-16.5 tires,Hydrostatic transmission,38.45382572530309
2883,PW_J8873,-0.3055924010504629,-0.4163233419278065,0,-0.3333333333333333,0,,0,John Deere 5030TT001 3.0L turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,72.30575317978672
3955,rbauction_11179388,-0.24726775590351657,0.5331956806869701,0,0.0,0,bkt,1,,,,17.750116930073006
1897,rbauction_11067290,-0.21970666902392466,-0.1445481897256145,0,-0.3333333333333333,0,bkt,1,,,,27.511268174108068
2342,PW_A7180,-0.5378913790328381,-0.5650225628904997,0,0.6666666666666666,0,"73"" bucket with bolt-on edge",1,"27 HP, Kubota four cylinder diesel engine","12-16.5NHS tires, Tires need replaced",Hydrostat transmission,44.93087677869193
2075,rbauction_10273233,-0.27586912621808235,0.0,1,0.0,0,bkt,1,,,,39.7788628962677
5880,ironplanet_1641207,0.20439612075291436,-1.2072825131442972,0,-0.6666666666666666,0,"80"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,,,26.15330089741212
5314,ironplanet_1474509,-0.09519019911061033,-1.093063948936014,0,-0.6666666666666666,0,General Purpose Smooth Edge Bucket (installed post inspection) Ultra Low Sulfur Diesel,1,,Solid Tires,,26.392765887048753
5625,rbauction_10608173,-0.36878285015768775,-0.5824141296124079,0,-0.3333333333333333,0,bkt,1,,aperture tires,,15.966419232222743
968,rbauction_10673864,-0.09519019911061033,-0.7213964493526677,0,-0.6666666666666666,0,bkt,1,,,,23.16011920174769
2977,PW_K4997,-0.27586912621808235,-0.8990906839508301,0,0.3333333333333333,0,"Melroe 60Low 60""W low profile bucket",1,Caterpillar four cylinder turbo diesel engine,Samson 10-16.5NHS tires,Hydrostatic transmission,20.24216708231224
5989,ironplanet_1738874,0.08757358863328601,-0.9945541724729375,0,-0.6666666666666666,0,74” Wide General Purpose Smooth Edge Bucket,1,,,,45.84231966453654
3293,PW_DD8309,-0.7342559650537872,0.0,1,1.3333333333333333,0,"72""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,35.770463680409705
368,rbauction_10609016,-0.21970666902392466,-0.6919655766791388,0,-1.0,0,,0,,solid tires,,24.976865598297916
3723,rbauction_11196525,-0.5545480135607281,-0.05167639964100707,0,-0.3333333333333333,0,bkt,1,,aperture tires,,32.53738183376285
718,rbauction_10828832,0.13985958538880894,0.7628568826168348,0,0.6666666666666666,0,bkt,1,,,,30.31970449017324
3062,PW_DB3442,-0.336529201143553,0.5860433176022719,0,0.0,0,Joystick bucket controls,1,Caterpillar four cylinder turbo diesel engine,12x16.5 tires,Two speed hydrostatic transmission,46.587788696882036
3684,ironplanet_1707989,0.38272804578826136,-1.6918774575675273,0,-0.6666666666666666,0,"74"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,37.977203176570356
420,rbauction_10625789,-0.16742067226840174,0.9867881756349741,0,0.3333333333333333,0,,0,,,,21.44222420153661
2213,PW_5872,-0.36878285015768775,-1.0139137826626599,0,-0.3333333333333333,0,"62"" toothed bucket",1,Case 4-390 74hp engine,12-16.5 tires,,50.55272509294946
4588,rbauction_10497808,0.3055924010504629,0.047635828637275904,0,0.0,0,bkt,1,,,,13.029197709468546
4557,bigiron_AF1277,0.3321862301556351,-0.4673391582960363,0,-0.6666666666666666,0,"80"" Bucket, Hydraulic Bucket Positioning",1,Kubota Engine,"17.7"" Tracks",,18.616630981307708
200,rbauction_10259799,-0.8011681962924699,0.6394728289558176,0,0.6666666666666666,0,bkt,1,,,,42.902639279596364
4091,rbauction_11250237,-0.36878285015768775,0.0,1,-0.6666666666666666,0,,0,,,,44.88530462648299
4064,rbauction_10495565,0.08757358863328601,0.0,1,0.3333333333333333,0,bkt,1,,,,40.940568963840384
2039,rbauction_10197975,-0.16742067226840174,0.0,1,0.3333333333333333,0,bkt,1,,,,42.92225442983336
2357,PW_D7992,-0.7342559650537872,0.28605208102072316,0,0.6666666666666666,0,"72"" bucket, Joystick bucket controls",1,"56 HP, Four cylinder diesel engine",12-16.5 NHS tires,Hydrostatic transmission,26.00628545692405
1028,rbauction_10607401,-0.5978653096258961,-0.014516783730334108,0,-0.3333333333333333,0,bkt,1,,,,46.116550286119725
5713,ironplanet_2017288,-0.8618282712179406,-5.767973082403777,0,0.0,1,General Purpose Bucket,1,,,,45.02631127746889
1373,rbauction_10785280,0.08757358863328601,-1.9998967295872918,0,-1.0,0,bkt,1,,,,37.24889337452639
179,rbauction_10835332,-0.5135733665429933,-0.40908411051803834,0,-0.3333333333333333,0,,0,,,,40.9609917111269
1628,rbauction_10078008,-0.5135733665429933,1.2429472148421115,0,0.0,0,,0,,,,24.726445282641464
1586,rbauction_10257681,-0.4747009299256124,0.036657617943446116,0,0.3333333333333333,0,bkt,1,,,,30.442140612829018
1938,rbauction_10457825,-0.27586912621808235,-0.7383952784733553,0,-0.6666666666666666,0,bkt,1,,solid tires,,23.655684015652252
1404,rbauction_10755312,-0.8011681962924699,0.5618630273257293,0,1.6666666666666667,0,bkt,1,,,,42.024339804841254
5224,rbauction_10356042,-0.6927197423427893,0.7834943397780919,0,0.3333333333333333,0,bkt,1,,,,20.20504736005409
2942,PW_K5554,-0.336529201143553,0.3164098802662902,0,0.0,0,"80""W bucket",1,Four cylinder turbo diesel engine,"18""W tracks",Hydrostatic transmission,21.039664083688546
4541,rbauction_10089189,0.24942994385630435,-5.0238376173537995,0,-1.0,0,,0,,,,52.470965938690206
2958,PW_L3914,-0.8618282712179406,0.17237785826484314,0,1.3333333333333333,0,"72""W bucket",1,Four cylinder diesel engine,265/70D16.5 tires,Hydrostatic transmission,33.71575768415767
3965,bigiron_EP6043,-0.7396117920332044,0.41892730249610155,0,0.0,1,,0,Isuzu 4 Cylinder Diesel Engine,Hydraulic Remote Hydraulic 12-16.5 Tires,,18.563621185849666
1751,rbauction_11084819,-0.1931128399187525,-0.1117083118517035,0,-0.3333333333333333,0,bkt,1,,cushion tires,,17.384879261613676
1946,rbauction_10118397,-0.36878285015768775,-0.05956488459014539,0,0.0,0,bkt,1,,,,36.81895474918428
5646,ironplanet_1790227,0.45273283052287816,-2.3091437404356214,0,-0.6666666666666666,0,"73"" General Purpose Smooth Edge Bucket",1,,,,34.08249702990388
1865,rbauction_11313369,-0.02924894348634055,0.13825691150138344,0,0.0,0,bkt,1,,,,29.988040115444164
407,rbauction_10095084,-0.14257102428612622,-0.23165514992056216,0,-0.3333333333333333,0,hyd Q/C bkt,1,,,,29.094799163486055
169,rbauction_10446345,-0.5978653096258961,0.1085920894441517,0,0.6666666666666666,0,bkt,1,,,,43.480883468629344
5702,rbauction_10685249,-0.402470456767821,-1.3851485204886638,0,-0.3333333333333333,0,bkt,1,,aperture tires,,24.13079891966664
4881,rbauction_11134207,-0.36878285015768775,-0.2823584243431683,0,-0.3333333333333333,0,bkt,1,,solid tires,,40.58949009337449
3239,PW_EK9552,-0.09519019911061033,-0.009928457161347269,0,0.3333333333333333,0,"77""W low profile bucket",1,John Deere five cylinder turbo diesel engine,14-17.5 tires,Hydrostatic transmission,36.72832351271751
3674,rbauction_11047139,-0.5978653096258961,0.2842682373070704,0,-0.3333333333333333,0,,0,,,,44.210129528226894
1060,rbauction_10574440,-0.16742067226840174,0.18045373512183052,0,0.6666666666666666,0,bkt,1,,,,39.575788925163
4506,rbauction_11142159,-0.5545480135607281,0.21525979081268584,0,0.3333333333333333,0,bkt,1,,,,34.12194478723356
2648,PW_H9012,-0.9416753548530545,0.0,1,0.6666666666666666,0,"71""W bucket, Bucket latch handle has been repaired",1,"Engine access door latch area damaged, Engine knocks, Engine shroud damaged, New Holland 450NC 5.0L four cylinder diesel engine",14-17.5 tires,Hydrostatic transmission,39.116033869600244
2674,PW_E6124,-0.6159101231481472,0.7743441021416254,0,1.0,0,"73""W bucket",1,"60 HP, Case 4-390 239 C.I.D. four cylinder diesel engine",Bossman Grip VI 12-16.5 tires,Hydrostatic transmission,31.73791262559513
1662,rbauction_10123371,-0.09519019911061033,-0.3501533730940051,0,-0.3333333333333333,0,bkt,1,,cushion tires,,18.205116683798803
544,rbauction_10890136,0.10540609052412186,0.0714671446513832,0,-0.6666666666666666,0,,0,,,,55.595809140661366
5995,ironplanet_1838490,-0.02924894348634055,-6.73282429300883,0,-1.0,0,"67"" Wide Grapple Bucket",1,,Solid Tires,,49.40176679950175
503,rbauction_10221704,0.18876986893083458,-0.9473386651075902,0,-0.6666666666666666,0,bkt,1,,,,37.07804380649016
1873,rbauction_10223979,-0.3055924010504629,0.0,1,1.6666666666666667,0,bkt,1,,,,29.454412936049604
3536,rbauction_10479192,-0.21970666902392466,-0.317666619531248,0,0.6666666666666666,0,bkt,1,,solid tires,,55.453418506375506
115,rbauction_10444413,-0.008484730537539065,0.0,1,-0.6666666666666666,0,,0,,,,28.356970801821685
4763,bigiron_DB2772,-0.6826818954181437,0.5518916605861672,0,1.3333333333333333,0,Bucket Will Lift 9-1/2',1,Diesel 50 HP Engine,Tires: 10X16.5,,44.332036611467885
2988,PW_DB0654,-0.07256623955150854,0.2854578689413902,0,-0.6666666666666666,0,,0,"95 HP, Caterpillar C3.8 3.8L four cylinder turbo diesel engine",12-16.5 tires,Two speed hydrostatic transmission,34.07717263787381
2437,PW_E3026,-0.6533422431519806,0.22135539993131212,0,1.0,0,"70"" quick attach bucket",1,Four cylinder diesel engine,10-16.5 tires,,20.94762786397064
2513,PW_B5845,-0.8129179876759149,0.0,1,1.0,0,,0,Kubota four cylinder diesel engine,10-16.5 tires,,16.67628306255318
3833,rbauction_10814151,0.08757358863328601,0.5058763576245284,0,-0.3333333333333333,0,bkt,1,,,,33.0747120743143
5451,rbauction_10578504,0.18876986893083458,0.7287220549837228,0,0.0,0,Q/C bkt,1,,,,39.58783208849594
2938,PW_L4147,-0.09519019911061033,0.6206023728319373,0,0.0,0,"73""W bucket",1,Kubota V3300-T four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,47.34759194532065
727,rbauction_10645419,-0.07256623955150854,-0.052549407088390204,0,-0.6666666666666666,0,,0,,solid tires,,35.943863124528214
4221,rbauction_11059140,-0.4747009299256124,-0.3526082885142509,0,1.0,0,bkt,1,,,,19.72834439121089
28,rbauction_10303574,-0.16742067226840174,-0.9152693465609744,0,0.6666666666666666,0,bkt,1,,solid tires,,56.024999634045784
3923,rbauction_10876405,-0.11851038872637609,0.22039574357676586,0,0.0,0,bkt,1,,,,22.973947078492
4159,rbauction_11243915,-0.5545480135607281,0.0,1,0.3333333333333333,0,bkt,1,,,,32.989736544942964
988,rbauction_10400958,-0.402470456767821,0.2773964061416565,0,-0.3333333333333333,0,bkt,1,,aperture tires,,31.251383864006694
2361,PW_B2730,0.011725703531394238,-0.5319932633085368,0,-0.6666666666666666,0,John Deere T72 loader bucket,1,"85 HP, Caterpillar 3044C four cylinder diesel engine",12x16.5 tires,Hydrostatic transmission,33.29172713717605
1079,rbauction_10372968,-0.21970666902392466,-0.7645268219865189,0,-0.3333333333333333,0,bkt,1,,,,46.452915304039536
5052,rbauction_10794147,-0.050598140148773396,1.51535934036875,0,-0.3333333333333333,0,,0,,,,35.278274223947165
5361,rbauction_10872640,0.8509238188662378,-2.565609384243915,0,-1.0,0,bkt,1,,,,35.07815269820347
5289,rbauction_10846539,0.17281461933350872,-0.762564261572622,0,-0.6666666666666666,0,bkt,1,,,,47.58377913712472
3630,rbauction_10434014,-0.16742067226840174,-0.47507705345951196,0,-0.3333333333333333,0,bkt,1,,aperture tires,,18.97657717016577
4501,bigiron_DG7456,-0.17759325941268944,0.11084297803207596,0,0.3333333333333333,0,"72"" Smooth Bucket",1,Case 75 Hp 3 Cylinder Turbocharged Diesel Engine,12.00 X 16.5 Tires,,28.906807009389073
3898,rbauction_10651715,-0.02924894348634055,-0.16218226519398948,0,-0.3333333333333333,0,Q/C bkt,1,,,,27.03357996574965
4738,rbauction_11030545,-0.8011681962924699,0.46831758295726755,0,0.3333333333333333,0,,0,Nissan 4 cyl,,,46.76352044181946
3318,PW_EF9995,-0.9702767251676203,0.0,1,1.0,0,"74""W bucket",1,Four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,32.28740529949209
1159,rbauction_11222970,-0.4747009299256124,-0.11498447762165963,0,1.0,0,bkt,1,,,,55.871001540807
234,rbauction_10447470,-0.050598140148773396,0.060784618614002084,0,-0.3333333333333333,0,bkt,1,,,,36.342846002681476
5726,ironplanet_1830426,-0.3055924010504629,-6.73282429300883,0,-0.3333333333333333,0,"67"" General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,79.1153073117152
5488,ironplanet_1891313,-0.9558411198801284,0.0,1,0.3333333333333333,0,,0,Counterweight Package There was no response from the engine when the key was turned.  The main components could not be operationally checked. Seller comments: Item has a bad engine,,,31.43766618896889
3596,rbauction_10203354,-0.11851038872637609,-1.987947627986577,0,-1.0,0,bkt,1,,solid tires,,47.267562175341844
1232,rbauction_11143008,-0.5135733665429933,0.3835009762405554,0,0.3333333333333333,0,bkt,1,,,,27.50470852548616
623,rbauction_10480609,-0.11851038872637609,1.0693138021532145,0,-0.6666666666666666,0,bkt,1,,,,22.76326740509285
4570,rbauction_10900387,-0.402470456767821,0.34353058152293486,0,0.0,1,bkt,1,,,,26.86327192943421
3156,PW_EJ9835,-0.7559101914500141,0.3842980527615382,0,2.0,0,"60""W bucket",1,Four cylinder diesel engine,10-16.5 tires,Hydrostatic transmission,40.59880251936469
3217,PW_DV9303,-0.563015658785968,0.9159336233467431,0,0.0,0,"72""W bucket",1,Four cylinder diesel engine,Lifemaster 12-16.5 tires,Hydrostatic transmission,23.730076950715876
2428,PW_G7588,-1.0,0.10239053838581248,0,1.0,0,"60"" smooth bucket",1,"36 HP, Four cylinder diesel engine",10-16.5 tires,,30.770500759891423
941,rbauction_10632571,-0.008484730537539065,-0.49004143481692847,0,-1.0,0,,0,,solid tires,,38.75707311081972
4351,rbauction_10139381,-0.5545480135607281,0.7593985382395835,0,0.3333333333333333,0,bkt,1,,,,16.952872125574185
440,bigiron_FP9641,-0.563015658785968,-0.5848126165462442,0,1.6666666666666667,0,"54"" Wide Bucket, Quick Disconnect Bucket",1,4 Cylinder Ford Gas Engine Model VSG-4111,Tire Size 27 X 8.50-15,Hydrostat Transmission,44.68373179627777
3848,rbauction_11165761,-0.6438094588007637,1.1281679060085685,0,0.3333333333333333,0,bkt,1,,aperture tires,,36.799955334724814
1328,rbauction_11035063,-0.21970666902392466,0.4148329108391016,0,0.3333333333333333,0,bkt,1,,cushion tires,,35.47617351882933
5240,bigiron_AP0479,-0.3055924010504629,0.15634418912438053,0,0.0,0,6' Bucket,1,Diesel Motor,,,42.47233191119491
3936,rbauction_10527893,0.0314111314391301,-0.10102901312124729,0,-0.6666666666666666,0,grapple bkt,1,,,,18.55960694078761
5016,rbauction_11343659,-0.8618282712179406,-0.6785021742409255,0,-0.6666666666666666,0,bkt,1,,segmented tires,,23.492358040831565
4461,rbauction_10867044,-0.336529201143553,0.7233229882685174,0,0.6666666666666666,0,bkt,1,,,,38.79254239337634
4123,rbauction_10098773,-0.6927197423427893,-0.6556436457546072,0,2.6666666666666665,0,bkt,1,,,,37.772019832655175
6072,ironplanet_1868165,-0.24726775590351657,-6.73282429300883,0,-0.3333333333333333,0,"66"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,52.360844586897564
45,rbauction_9928943,-0.008484730537539065,0.764925371313366,0,0.3333333333333333,0,hyd Q/C bkt,1,,,,31.78088231073534
1242,rbauction_10579265,-1.0,-0.2284479202342058,0,0.0,1,bkt,1,,,,24.31148765442681
141,rbauction_10517350,-0.6438094588007637,-1.0230964173815242,0,-0.3333333333333333,0,bkt,1,,,,26.763659921001477
573,rbauction_10226012,-0.5545480135607281,1.1307825794373638,0,0.3333333333333333,0,bkt,1,,solid tires,,30.45953890077401
5606,rbauction_10167789,0.3055924010504629,-0.26161371233552244,0,-0.6666666666666666,0,hyd Q/C bkt,1,,,,50.432568132639105
552,rbauction_10491058,-0.27586912621808235,1.1033423833560918,0,0.3333333333333333,0,bkt,1,,,,47.08129774211753
4046,rbauction_10179973,-0.7450057390983122,0.0,1,0.0,0,bkt,1,,,,28.15921675266354
2374,PW_B6963,0.10540609052412186,0.5794757781292579,0,-0.6666666666666666,0,,0,"75 HP , Kubota four cylinder diesel engine",12-16.5 tires,,23.03657878376697
1988,rbauction_10651752,-0.050598140148773396,-0.3235927244707143,0,-0.6666666666666666,0,,0,,solid tires,,13.855668242177481
3743,rbauction_10477448,-0.402470456767821,0.12014811695704847,0,0.6666666666666666,0,bkt,1,,,,11.073197499053533
5414,rbauction_10743400,0.18876986893083458,-0.9152693465609744,0,-0.6666666666666666,0,,0,,,,28.400106580818203
3054,PW_DD0882,-0.6068340103162511,0.0,1,1.3333333333333333,0,"72""W bucket",1,Turbo diesel engine,Bobcat 12-16.5 tires,Two speed hydrostatic transmission,23.48757300277395
5990,rbauction_11131041,-0.24726775590351657,0.3589726570564579,0,-0.6666666666666666,0,bkt,1,,,,33.87381100557081
6020,rbauction_11124238,-0.6438094588007637,1.4070407594970922,0,-0.3333333333333333,0,bkt,1,,,,28.295653102742282
3948,rbauction_10841448,-0.050598140148773396,-0.7557296323735273,0,-0.6666666666666666,0,bkt,1,,aperture tires,,30.22159557139648
2363,PW_D4207,-0.24726775590351657,0.18612954736298654,0,0.0,0,"78"" toothed bucket, Bucket is cracked and has one missing tooth",1,"81 HP, Kubota 3.3L four cylinder turbo diesel engine",12x16.5 tires,,25.179093374428305
3437,PW_DE5373,-0.5461739353907813,-0.3106076766152596,0,1.0,0,"72""W bucket, Foot bucket controls",1,2.9L three cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,26.57032359726597
4413,ironplanet_2005046,-0.24726775590351657,-6.124070956468661,0,-0.6666666666666666,0,"72"" Wide General Purpose Smooth Edge Bucket",1,,,,31.437292262400735
3309,PW_DF1884,-0.4747009299256124,1.1388052051571085,0,0.3333333333333333,0,7'W bucket,1,Four cylinder turbo diesel engine,Galaxy 12 x 16.5 tires,Hydrostatic transmission,58.23254312568203
6155,bigiron_AS0115,-0.7396117920332044,0.5915139584136838,0,0.3333333333333333,0,,0,Turbo High FLSN Engine,"17"" Tracks",,22.704446851946283
4667,rbauction_11109419,-0.3055924010504629,-0.32062467358989677,0,-0.3333333333333333,0,bkt,1,,,,19.19007359237603
2594,PW_I3619,-0.7236565424358794,0.8369557574725395,0,1.0,0,"6' x 2' x 18"" bucket",1,Four cylinder diesel engine,"Caterpillar, Lifemaster, and Powerking tires",Hydrostatic transmission,46.03984223304022
5082,ironplanet_1625705,-0.14257102428612622,-6.73282429300883,0,-0.6666666666666666,0,"84"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Solid Tires,,42.09495048086514
4353,rbauction_10844052,-0.16742067226840174,1.2562331857844302,0,0.0,0,bkt,1,,,,33.404856695108236
1892,rbauction_10694636,-0.5135733665429933,-0.25498957971501063,0,1.0,0,bkt,1,,,,29.525542898641405
3498,rbauction_10607652,-0.43772548144110157,0.9865206625595735,0,0.3333333333333333,0,bkt,1,,solid tires,,34.77590273133025
276,rbauction_10634865,-0.402470456767821,-0.5681591570092925,0,-0.6666666666666666,0,bkt,1,,,,18.083686475101665
4469,rbauction_9933858,-0.43772548144110157,0.595699076744406,0,1.3333333333333333,0,Boss bkt,1,"4 cyl, diesel",,,20.173078956742014
3358,PW_DF1722,-0.4747009299256124,-0.43098331754714675,0,0.0,0,"74""W bucket",1,"82 HP, Deutz 3.109L four cylinder turbo diesel engine",Galaxy 14-17.5 tires,Hydrostatic transmission,21.371857838252254
311,rbauction_11333522,-0.21970666902392466,0.9481011251760316,0,0.0,0,bkt,1,,,,35.42414687752511
2065,rbauction_10752127,-0.5545480135607281,0.0,1,1.6666666666666667,0,bkt,1,,,,37.23368030319959
4549,rbauction_10143340,0.4067886813480106,-0.8318817649225119,0,-0.6666666666666666,0,,0,,,,40.82757588655488
3548,rbauction_10085503,-0.336529201143553,1.004659488141873,0,-1.0,0,,0,,,,36.57072405699253
5586,rbauction_10818634,0.4067886813480106,-1.9342390359546426,0,-0.6666666666666666,0,bkt,1,,,,46.04195108293885
2820,PW_J2935,-0.874565484712905,0.6706887464344637,0,0.3333333333333333,0,,0,"Engine removed, but included, Non-operational engine, Perkins 2.9L four cylinder turbo diesel engine","tires off wheel, 12-16.5 tires",Hydrostatic transmission,24.78061013771915
2390,PW_B8310,-0.008484730537539065,-1.4406351014626801,0,-1.0,0,,0,Kubota 2.6L four cylinder diesel engine,Bobcat 31x12-16 tires,,32.468532348815685
1297,rbauction_10744475,-0.09519019911061033,-0.4418009498601517,0,-0.6666666666666666,0,bkt,1,,aperture tires,,33.664321921487755
6176,rbauction_10624844,-0.5135733665429933,-0.5170440441642501,0,0.3333333333333333,0,bkt,1,,,,45.85022047631757
4358,rbauction_10269032,-0.336529201143553,0.3638790688102717,0,-0.3333333333333333,0,bkt,1,,,,34.11594793033544
4562,rbauction_10106423,-0.5545480135607281,0.9750753705410924,0,0.3333333333333333,0,,0,,solid tires,,29.68094790359257
4288,rbauction_10934598,-0.3055924010504629,-0.10149064015933952,0,-0.6666666666666666,0,bkt,1,,,,28.13735794346009
4403,rbauction_10622382,-0.36878285015768775,0.42554024451740474,0,-0.3333333333333333,0,bkt,1,,solid tires,,34.28122269604553
3229,PW_EJ9621,0.15651621991669984,-1.0580694622586142,0,-0.3333333333333333,0,,0,Four cylinder diesel engine,10-16.5 tires,Two speed hydrostatic transmission,19.859669453973968
147,rbauction_10427548,-0.14257102428612622,-0.01661033756974794,0,-0.3333333333333333,0,Q/C bkt,1,,,,42.007169518565256
2097,rbauction_10304746,-0.24726775590351657,0.0,1,0.6666666666666666,0,bkt,1,,,,36.796256263118494
5273,rbauction_10999542,-0.402470456767821,0.04216387685624795,0,-0.3333333333333333,0,bkt,1,,aperture tires,,33.211891311255435
2640,PW_I5993,-0.5056377300187025,0.2549150122229584,0,0.0,0,"71""W bucket",1,"85 HP, Case 4T-390 3.9L four cylinder turbo diesel engine",Galaxy 12 x 16.5 tires,Hydrostatic transmission,47.066172640790434
125,rbauction_10447462,-0.16742067226840174,0.4008716946539612,0,-0.3333333333333333,0,bkt,1,,,,38.824765748322775
4229,rbauction_10839857,-0.7450057390983122,0.5212342964488875,0,0.0,1,bkt,1,,,,47.95540356979736
161,rbauction_11303586,-0.336529201143553,0.6802204811915515,0,1.0,0,bkt,1,,,,22.422318823289114
5710,rbauction_11061022,-0.07256623955150854,0.06155198032271668,0,-0.3333333333333333,0,bkt,1,,,,23.16319118752587
366,bigiron_DF9455,-0.6826818954181437,-5.0238376173537995,0,2.0,0,"67"" Wide Bucket",1,Isuzu 4 Cylinder Diesel Engine 54 HP,12-16.5 NHS Tires,Hydrostat Transmission,25.92544336833929
2751,PW_K6609,0.263865549143798,-0.6802854142845476,0,-0.6666666666666666,0,"70""W bucket",1,Kubota V3307 3.3L four cylinder turbo diesel engine,12-16.5 tires,Two speed hydrostatic transmission,30.024002827998988
79,rbauction_10170351,-0.5978653096258961,-0.4708479341168215,0,0.0,0,bkt,1,,aperture tires,,25.094981254369053
5290,rbauction_10165716,-0.402470456767821,0.7434888102051885,0,0.6666666666666666,0,bkt,1,,,,35.55762824903452
2549,PW_F8107,-0.634395097195843,-0.1358621752119781,0,0.3333333333333333,0,"60"" bucket",1,"Kubota four cylinder diesel engine, Rear engine latch broken",10-16.5 tires,,18.774070417944873
3186,PW_DC3017,-0.24726775590351657,-0.02842736916760359,0,0.3333333333333333,0,"66""W bucket",1,Caterpillar four cylinder diesel engine,12-16.5 tires,Hydrostatic transmission,22.484636822125875
4999,rbauction_11087532,-0.4747009299256124,0.0,1,-0.3333333333333333,0,Q/C bkt,1,,,,46.142073194951294
3406,PW_DF1058,-0.07256623955150854,-0.19597480188870167,0,0.3333333333333333,0,"Case bucket, Hand bucket controls",1,Four cylinder diesel engine,Air Boss 12/16.5 SRA/124 NHS solid tires,Hydrostatic transmission,38.215212195187945
4060,rbauction_10230288,0.5168143395368485,-1.20403576112957,0,-1.0,0,hyd Q/C bkt,1,,,,22.72258638071628
5525,ironplanet_2110060,-0.4747009299256124,0.0,1,-0.3333333333333333,0,"44"" General Purpose Smooth Edge Bucket",1,,"9"" Track Belts",,38.80933552388363
2466,PW_E5062,-0.336529201143553,0.8199796610010612,0,0.0,1,"GP 77"" bucket",1,"63HP, New Holland 334M2 three cylinder diesel engine",12x16.5 tires,,26.84671314399065
5829,rbauction_10908565,0.45273283052287816,-1.2320234568106707,0,-0.6666666666666666,0,bkt,1,,,,31.65807038228187
3469,rbauction_10527894,0.10540609052412186,-0.21363379083050252,0,-0.3333333333333333,0,bkt,1,,aperture tires,,27.13060009133417
5764,rbauction_10477863,0.20439612075291436,-0.9425131286831381,0,0.0,0,bkt,1,,,,45.30958655463915
3274,PW_DB9147,-0.7669738385010474,-0.8990906839508301,0,1.0,0,"Melroe 60""W bucket",1,Kubota V1903-E four cylinder diesel engine,31 x 10  x 20 solid tires,Hydrostatic transmission,20.85088523754569
4304,ironplanet_1867871,0.011725703531394238,0.0,1,-0.6666666666666666,0,,0,Ultra Low Sulfur Diesel,Cushion Tires,,49.007775268287446
870,rbauction_11054342,-0.02924894348634055,-0.8511846390794133,0,-0.6666666666666666,0,,0,,,,31.72653003423348
5035,rbauction_10191536,0.050598140148773396,0.43761945502917154,0,0.0,0,hyd Q/C bkt,1,,,,42.13044505772093
1197,rbauction_10309462,0.2780313141708701,-1.4155406679868447,0,-1.0,0,bkt,1,,,,21.334738390701308
4182,rbauction_10344841,-0.02924894348634055,0.039808277536820674,0,-0.6666666666666666,0,,0,,,,32.359558405399646
2915,PW_BV9372,0.06931134680273665,-0.28519972549414313,0,-0.6666666666666666,0,"61""W bucket, Handle to lock bucket damaged",1,Turbo diesel engine,Galaxy 14-17.5 tires,Hydrostatic transmission,53.58514100680127
4271,rbauction_10428516,-0.9277695268422086,1.1167083825191324,0,2.3333333333333335,0,bkt,1,,,,27.667562916119728
2660,PW_I2440,-0.7028923294870761,0.07487340135729993,0,1.3333333333333333,0,"68""W bucket",1,"46 HP, Kubota four cylinder diesel engine",10-16.5 tires,Hydrostatic transmission,20.80728187576109
634,rbauction_10227453,-0.27586912621808235,0.07826649799162773,0,-0.6666666666666666,0,bkt,1,,foam filled tires,,27.254686879213637
4890,ironplanet_1609773,0.35787839780598585,-2.13862711003572,0,-1.0,0,"74"" Wide General Purpose Smooth Edge Bucket",1,Ultra Low Sulfur Diesel,Cushion Tires,,48.691756277354315
5054,rbauction_11260177,-0.11851038872637609,0.09540717329067488,0,0.0,0,with bucket,1,,,,26.92414915550765
792,rbauction_10772323,-0.6438094588007637,0.0,1,0.3333333333333333,0,bkt,1,,,,47.204154485826244
